16,3,13,1
13,3,10,1
10,3,7,1
7,3,4,1
4,3,1,1
1,3,-2,1
34,1,33,1
1,1,0,1
3,1,2,1
2,1,1,1
1,1,0,1
100,99,1,1
